LongDate	ReceivedDate	TransactionDate	Sequence	ProductCode	LotNumber	LotUnitCost	AlternateQuantity	PricingQuantity	SerialNumber	LineCode	VendorCode	Pallet_ID	TransactionType
201103210605	03/21/2011	03/21/2011	1763	  1523-1-01	0265931213	5.0075	1	70.8	11837899	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1764	  1523-1-01	0265931236	5.0075	1	69.9	11837900	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1765	  1523-1-01	0265931327	5.0075	1	80.1	11837901	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1766	  1523-1-01	0265945404	5.0075	1	63.6	11837902	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1767	  1523-1-01	0265945431	5.0075	1	70.1	11837903	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1768	  1523-1-01	0265945457	5.0075	1	75.1	11837904	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1769	  1523-1-01	0265945490	5.0075	1	72.1	11837905	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1770	  1523-1-01	0265945606	5.0075	1	73.8	11837906	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1771	  1523-1-01	0265945718	5.0075	1	73.3	11837907	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1772	  1523-1-01	0265945742	5.0075	1	79.7	11837908	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1773	  1107-1-01	0045307182	2.9475	1	62.5	11837909	8301	12450		1
201103210605	03/21/2011	03/21/2011	1774	  1107-1-01	0045311499	2.9475	1	64.8	11837910	8301	12450		1
201103210605	03/21/2011	03/21/2011	1775	  4356-1-01	0228467163	3.8375	1	63.3	11837911	8301	12450		1
201103210605	03/21/2011	03/21/2011	1776	  4356-1-01	0228469243	3.8375	1	63.1	11837912	8301	12450		1
201103210614	03/21/2011	03/21/2011	1777	  1904-1-01	0000184594	3.0575	1	80.4	11837913	8301	12450	00003654        	1
201103210614	03/21/2011	03/21/2011	1778	  1904-1-01	0114240140	3.0575	1	76.7	11837914	8301	12450	00003654        	1
201103210614	03/21/2011	03/21/2011	1779	  1904-1-01	0114255255	3.0575	1	71.5	11837915	8301	12450	00003654        	1
201103210614	03/21/2011	03/21/2011	1780	  1904-1-01	0114255281	3.0575	1	84.1	11837916	8301	12450	00003654        	1
201103210614	03/21/2011	03/21/2011	1781	  1904-1-01	0114255330	3.0575	1	74.5	11837917	8301	12450	00003654        	1
201103210614	03/21/2011	03/21/2011	1782	  1904-1-01	0118372994	3.0575	1	68	11837918	8301	12450	00003654        	1
201103210614	03/21/2011	03/21/2011	1783	  1904-1-01	0118373117	3.0575	1	73.9	11837919	8301	12450	00003654        	1
201103210617	03/21/2011	03/21/2011	1784	  1374-1-01	0114254323	5.3475	1	61.6	11837920	8301	12450	00003653        	1
